
===================================================================================================

 365 dataset shape: 400x3x256x256

 Original set has 398 images; For each angle, take no more than 25 images>>>
  0%|          | 0/397 [00:00<?, ?it/s]100%|██████████| 397/397 [00:00<00:00, 148355.19it/s]398 images left and there are 397 unique labels

 Range of unnormalized labels: (16.913,38.532)

 Range of normalized labels: (0.42599332535734524,0.9705182293306466)

 Use rule-of-thumb formula to compute kernel_sigma >>>

 The std of 398 labels is 0.10931705898979509 so the kernel sigma is 0.03499590186283715

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_ResNet34_embed_epoch_200_seed_2021.pth

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_net_y2h_epoch_500_seed_2021.pth

 Start training CNN for label embedding >>>
 Train net_y2h: [epoch 146/500] train_loss:0.000002 Time:3.7350

 Train net_y2h: [epoch 147/500] train_loss:0.000005 Time:3.7603

 Train net_y2h: [epoch 148/500] train_loss:0.000004 Time:3.7857

 Train net_y2h: [epoch 149/500] train_loss:0.000006 Time:3.8112

 Train net_y2h: [epoch 150/500] train_loss:0.000005 Time:3.8366

 Train net_y2h: [epoch 151/500] train_loss:0.000012 Time:3.8622

 Train net_y2h: [epoch 152/500] train_loss:0.000002 Time:3.8878

 Train net_y2h: [epoch 153/500] train_loss:0.000004 Time:3.9134

 Train net_y2h: [epoch 154/500] train_loss:0.000005 Time:3.9390

 Train net_y2h: [epoch 155/500] train_loss:0.000002 Time:3.9645

 Train net_y2h: [epoch 156/500] train_loss:0.000002 Time:3.9898

 Train net_y2h: [epoch 157/500] train_loss:0.000004 Time:4.0153

 Train net_y2h: [epoch 158/500] train_loss:0.000003 Time:4.0405

 Train net_y2h: [epoch 159/500] train_loss:0.000002 Time:4.0661

 Train net_y2h: [epoch 160/500] train_loss:0.000004 Time:4.0914

 Train net_y2h: [epoch 161/500] train_loss:0.000002 Time:4.1170

 Train net_y2h: [epoch 162/500] train_loss:0.000003 Time:4.1424

 Train net_y2h: [epoch 163/500] train_loss:0.000004 Time:4.1679

 Train net_y2h: [epoch 164/500] train_loss:0.000002 Time:4.1935

 Train net_y2h: [epoch 165/500] train_loss:0.000010 Time:4.2189

 Train net_y2h: [epoch 166/500] train_loss:0.000003 Time:4.2443

 Train net_y2h: [epoch 167/500] train_loss:0.000003 Time:4.2693

 Train net_y2h: [epoch 168/500] train_loss:0.000007 Time:4.2949

 Train net_y2h: [epoch 169/500] train_loss:0.000002 Time:4.3217

 Train net_y2h: [epoch 170/500] train_loss:0.000004 Time:4.3478

 Train net_y2h: [epoch 171/500] train_loss:0.000003 Time:4.3734

 Train net_y2h: [epoch 172/500] train_loss:0.000005 Time:4.3989

 Train net_y2h: [epoch 173/500] train_loss:0.000004 Time:4.4242

 Train net_y2h: [epoch 174/500] train_loss:0.000002 Time:4.4496

 Train net_y2h: [epoch 175/500] train_loss:0.000003 Time:4.4751

 Train net_y2h: [epoch 176/500] train_loss:0.000002 Time:4.5007

 Train net_y2h: [epoch 177/500] train_loss:0.000005 Time:4.5261

 Train net_y2h: [epoch 178/500] train_loss:0.000008 Time:4.5518

 Train net_y2h: [epoch 179/500] train_loss:0.000004 Time:4.5775

 Train net_y2h: [epoch 180/500] train_loss:0.000002 Time:4.6030

 Train net_y2h: [epoch 181/500] train_loss:0.000004 Time:4.6289

 Train net_y2h: [epoch 182/500] train_loss:0.000003 Time:4.6546

 Train net_y2h: [epoch 183/500] train_loss:0.000003 Time:4.6800

 Train net_y2h: [epoch 184/500] train_loss:0.000003 Time:4.7056

 Train net_y2h: [epoch 185/500] train_loss:0.000002 Time:4.7313

 Train net_y2h: [epoch 186/500] train_loss:0.000002 Time:4.7571

 Train net_y2h: [epoch 187/500] train_loss:0.000004 Time:4.7826

 Train net_y2h: [epoch 188/500] train_loss:0.000003 Time:4.8080

 Train net_y2h: [epoch 189/500] train_loss:0.000002 Time:4.8333

 Train net_y2h: [epoch 190/500] train_loss:0.000001 Time:4.8586

 Train net_y2h: [epoch 191/500] train_loss:0.000003 Time:4.8837

 Train net_y2h: [epoch 192/500] train_loss:0.000006 Time:4.9094

 Train net_y2h: [epoch 193/500] train_loss:0.000004 Time:4.9346

 Train net_y2h: [epoch 194/500] train_loss:0.000004 Time:4.9598

 Train net_y2h: [epoch 195/500] train_loss:0.000010 Time:4.9855

 Train net_y2h: [epoch 196/500] train_loss:0.000006 Time:5.0113

 Train net_y2h: [epoch 197/500] train_loss:0.000004 Time:5.0370

 Train net_y2h: [epoch 198/500] train_loss:0.000004 Time:5.0621

 Train net_y2h: [epoch 199/500] train_loss:0.000003 Time:5.0875

 Train net_y2h: [epoch 200/500] train_loss:0.000002 Time:5.1130

 Train net_y2h: [epoch 201/500] train_loss:0.000005 Time:5.1384

 Train net_y2h: [epoch 202/500] train_loss:0.000003 Time:5.1638

 Train net_y2h: [epoch 203/500] train_loss:0.000004 Time:5.1895

 Train net_y2h: [epoch 204/500] train_loss:0.000005 Time:5.2151

 Train net_y2h: [epoch 205/500] train_loss:0.000005 Time:5.2407

 Train net_y2h: [epoch 206/500] train_loss:0.000005 Time:5.2660

 Train net_y2h: [epoch 207/500] train_loss:0.000003 Time:5.2915

 Train net_y2h: [epoch 208/500] train_loss:0.000003 Time:5.3170

 Train net_y2h: [epoch 209/500] train_loss:0.000003 Time:5.3421

 Train net_y2h: [epoch 210/500] train_loss:0.000002 Time:5.3679

 Train net_y2h: [epoch 211/500] train_loss:0.000004 Time:5.3937

 Train net_y2h: [epoch 212/500] train_loss:0.000009 Time:5.4191

 Train net_y2h: [epoch 213/500] train_loss:0.000003 Time:5.4448

 Train net_y2h: [epoch 214/500] train_loss:0.000003 Time:5.4703

 Train net_y2h: [epoch 215/500] train_loss:0.000002 Time:5.4960

 Train net_y2h: [epoch 216/500] train_loss:0.000004 Time:5.5216

 Train net_y2h: [epoch 217/500] train_loss:0.000003 Time:5.5471

 Train net_y2h: [epoch 218/500] train_loss:0.000002 Time:5.5725

 Train net_y2h: [epoch 219/500] train_loss:0.000002 Time:5.5980

 Train net_y2h: [epoch 220/500] train_loss:0.000004 Time:5.6234

 Train net_y2h: [epoch 221/500] train_loss:0.000002 Time:5.6490

 Train net_y2h: [epoch 222/500] train_loss:0.000003 Time:5.6745

 Train net_y2h: [epoch 223/500] train_loss:0.000005 Time:5.7000

 Train net_y2h: [epoch 224/500] train_loss:0.000003 Time:5.7254

 Train net_y2h: [epoch 225/500] train_loss:0.000002 Time:5.7512

 Train net_y2h: [epoch 226/500] train_loss:0.000003 Time:5.7770

 Train net_y2h: [epoch 227/500] train_loss:0.000003 Time:5.8025

 Train net_y2h: [epoch 228/500] train_loss:0.000003 Time:5.8279

 Train net_y2h: [epoch 229/500] train_loss:0.000002 Time:5.8534

 Train net_y2h: [epoch 230/500] train_loss:0.000003 Time:5.8790

 Train net_y2h: [epoch 231/500] train_loss:0.000004 Time:5.9045

 Train net_y2h: [epoch 232/500] train_loss:0.000003 Time:5.9304

 Train net_y2h: [epoch 233/500] train_loss:0.000003 Time:5.9557

 Train net_y2h: [epoch 234/500] train_loss:0.000002 Time:5.9812

 Train net_y2h: [epoch 235/500] train_loss:0.000001 Time:6.0066

 Train net_y2h: [epoch 236/500] train_loss:0.000003 Time:6.0322

 Train net_y2h: [epoch 237/500] train_loss:0.000003 Time:6.0577

 Train net_y2h: [epoch 238/500] train_loss:0.000002 Time:6.0833

 Train net_y2h: [epoch 239/500] train_loss:0.000005 Time:6.1089

 Train net_y2h: [epoch 240/500] train_loss:0.000004 Time:6.1341

 Train net_y2h: [epoch 241/500] train_loss:0.000003 Time:6.1597

 Train net_y2h: [epoch 242/500] train_loss:0.000003 Time:6.1855

 Train net_y2h: [epoch 243/500] train_loss:0.000003 Time:6.2108

 Train net_y2h: [epoch 244/500] train_loss:0.000003 Time:6.2363

 Train net_y2h: [epoch 245/500] train_loss:0.000003 Time:6.2618

 Train net_y2h: [epoch 246/500] train_loss:0.000002 Time:6.2873

 Train net_y2h: [epoch 247/500] train_loss:0.000002 Time:6.3125

 Train net_y2h: [epoch 248/500] train_loss:0.000003 Time:6.3379

 Train net_y2h: [epoch 249/500] train_loss:0.000002 Time:6.3637

 Train net_y2h: [epoch 250/500] train_loss:0.000002 Time:6.3901

 Train net_y2h: [epoch 251/500] train_loss:0.000003 Time:6.4168

 Train net_y2h: [epoch 252/500] train_loss:0.000002 Time:6.4435

 Train net_y2h: [epoch 253/500] train_loss:0.000002 Time:6.4701

 Train net_y2h: [epoch 254/500] train_loss:0.000008 Time:6.4967

 Train net_y2h: [epoch 255/500] train_loss:0.000002 Time:6.5233

 Train net_y2h: [epoch 256/500] train_loss:0.000003 Time:6.5502

 Train net_y2h: [epoch 257/500] train_loss:0.000002 Time:6.5768

 Train net_y2h: [epoch 258/500] train_loss:0.000002 Time:6.6035

 Train net_y2h: [epoch 259/500] train_loss:0.000004 Time:6.6309

 Train net_y2h: [epoch 260/500] train_loss:0.000004 Time:6.6580

 Train net_y2h: [epoch 261/500] train_loss:0.000001 Time:6.6845

 Train net_y2h: [epoch 262/500] train_loss:0.000001 Time:6.7113

 Train net_y2h: [epoch 263/500] train_loss:0.000002 Time:6.7382

 Train net_y2h: [epoch 264/500] train_loss:0.000004 Time:6.7647

 Train net_y2h: [epoch 265/500] train_loss:0.000002 Time:6.7912

 Train net_y2h: [epoch 266/500] train_loss:0.000009 Time:6.8177

 Train net_y2h: [epoch 267/500] train_loss:0.000003 Time:6.8444

 Train net_y2h: [epoch 268/500] train_loss:0.000003 Time:6.8709

 Train net_y2h: [epoch 269/500] train_loss:0.000004 Time:6.8976

 Train net_y2h: [epoch 270/500] train_loss:0.000003 Time:6.9242

 Train net_y2h: [epoch 271/500] train_loss:0.000004 Time:6.9490

 Train net_y2h: [epoch 272/500] train_loss:0.000003 Time:6.9728

 Train net_y2h: [epoch 273/500] train_loss:0.000004 Time:6.9966

 Train net_y2h: [epoch 274/500] train_loss:0.000002 Time:7.0202

 Train net_y2h: [epoch 275/500] train_loss:0.000002 Time:7.0445

 Train net_y2h: [epoch 276/500] train_loss:0.000003 Time:7.0686

 Train net_y2h: [epoch 277/500] train_loss:0.000005 Time:7.0926

 Train net_y2h: [epoch 278/500] train_loss:0.000002 Time:7.1168

 Train net_y2h: [epoch 279/500] train_loss:0.000002 Time:7.1404

 Train net_y2h: [epoch 280/500] train_loss:0.000003 Time:7.1646

 Train net_y2h: [epoch 281/500] train_loss:0.000002 Time:7.1884

 Train net_y2h: [epoch 282/500] train_loss:0.000002 Time:7.2128

 Train net_y2h: [epoch 283/500] train_loss:0.000002 Time:7.2365

 Train net_y2h: [epoch 284/500] train_loss:0.000002 Time:7.2605

 Train net_y2h: [epoch 285/500] train_loss:0.000002 Time:7.2843

 Train net_y2h: [epoch 286/500] train_loss:0.000003 Time:7.3086

 Train net_y2h: [epoch 287/500] train_loss:0.000005 Time:7.3326

 Train net_y2h: [epoch 288/500] train_loss:0.000003 Time:7.3564

 Train net_y2h: [epoch 289/500] train_loss:0.000003 Time:7.3803

 Train net_y2h: [epoch 290/500] train_loss:0.000004 Time:7.4045

 Train net_y2h: [epoch 291/500] train_loss:0.000002 Time:7.4287

 Train net_y2h: [epoch 292/500] train_loss:0.000001 Time:7.4525

 Train net_y2h: [epoch 293/500] train_loss:0.000004 Time:7.4764

 Train net_y2h: [epoch 294/500] train_loss:0.000002 Time:7.5006

 Train net_y2h: [epoch 295/500] train_loss:0.000004 Time:7.5246

 Train net_y2h: [epoch 296/500] train_loss:0.000003 Time:7.5485

 Train net_y2h: [epoch 297/500] train_loss:0.000002 Time:7.5726

 Train net_y2h: [epoch 298/500] train_loss:0.000003 Time:7.5967

 Train net_y2h: [epoch 299/500] train_loss:0.000002 Time:7.6206

 Train net_y2h: [epoch 300/500] train_loss:0.000003 Time:7.6445

 Train net_y2h: [epoch 301/500] train_loss:0.000003 Time:7.6686

 Train net_y2h: [epoch 302/500] train_loss:0.000002 Time:7.6924

 Train net_y2h: [epoch 303/500] train_loss:0.000003 Time:7.7166

 Train net_y2h: [epoch 304/500] train_loss:0.000002 Time:7.7404

 Train net_y2h: [epoch 305/500] train_loss:0.000002 Time:7.7647

 Train net_y2h: [epoch 306/500] train_loss:0.000002 Time:7.7884

 Train net_y2h: [epoch 307/500] train_loss:0.000003 Time:7.8124

 Train net_y2h: [epoch 308/500] train_loss:0.000010 Time:7.8363

 Train net_y2h: [epoch 309/500] train_loss:0.000004 Time:7.8606

 Train net_y2h: [epoch 310/500] train_loss:0.000001 Time:7.8847

 Train net_y2h: [epoch 311/500] train_loss:0.000002 Time:7.9083

 Train net_y2h: [epoch 312/500] train_loss:0.000003 Time:7.9326

 Train net_y2h: [epoch 313/500] train_loss:0.000003 Time:7.9564

 Train net_y2h: [epoch 314/500] train_loss:0.000003 Time:7.9805

 Train net_y2h: [epoch 315/500] train_loss:0.000003 Time:8.0042

 Train net_y2h: [epoch 316/500] train_loss:0.000005 Time:8.0282

 Train net_y2h: [epoch 317/500] train_loss:0.000002 Time:8.0524

 Train net_y2h: [epoch 318/500] train_loss:0.000005 Time:8.0765

 Train net_y2h: [epoch 319/500] train_loss:0.000002 Time:8.1008

 Train net_y2h: [epoch 320/500] train_loss:0.000003 Time:8.1245

 Train net_y2h: [epoch 321/500] train_loss:0.000002 Time:8.1484

 Train net_y2h: [epoch 322/500] train_loss:0.000002 Time:8.1727

 Train net_y2h: [epoch 323/500] train_loss:0.000001 Time:8.1964

 Train net_y2h: [epoch 324/500] train_loss:0.000003 Time:8.2204

 Train net_y2h: [epoch 325/500] train_loss:0.000002 Time:8.2446

 Train net_y2h: [epoch 326/500] train_loss:0.000003 Time:8.2686

 Train net_y2h: [epoch 327/500] train_loss:0.000008 Time:8.2926

 Train net_y2h: [epoch 328/500] train_loss:0.000002 Time:8.3163

 Train net_y2h: [epoch 329/500] train_loss:0.000004 Time:8.3404

 Train net_y2h: [epoch 330/500] train_loss:0.000003 Time:8.3654

 Train net_y2h: [epoch 331/500] train_loss:0.000002 Time:8.3908

 Train net_y2h: [epoch 332/500] train_loss:0.000003 Time:8.4146

 Train net_y2h: [epoch 333/500] train_loss:0.000003 Time:8.4386

 Train net_y2h: [epoch 334/500] train_loss:0.000004 Time:8.4627

 Train net_y2h: [epoch 335/500] train_loss:0.000004 Time:8.4864

 Train net_y2h: [epoch 336/500] train_loss:0.000003 Time:8.5104

 Train net_y2h: [epoch 337/500] train_loss:0.000003 Time:8.5346

 Train net_y2h: [epoch 338/500] train_loss:0.000003 Time:8.5583

 Train net_y2h: [epoch 339/500] train_loss:0.000001 Time:8.5823

 Train net_y2h: [epoch 340/500] train_loss:0.000003 Time:8.6063

 Train net_y2h: [epoch 341/500] train_loss:0.000004 Time:8.6309

 Train net_y2h: [epoch 342/500] train_loss:0.000002 Time:8.6547

 Train net_y2h: [epoch 343/500] train_loss:0.000003 Time:8.6785

 Train net_y2h: [epoch 344/500] train_loss:0.000002 Time:8.7026

 Train net_y2h: [epoch 345/500] train_loss:0.000002 Time:8.7267

 Train net_y2h: [epoch 346/500] train_loss:0.000003 Time:8.7509

 Train net_y2h: [epoch 347/500] train_loss:0.000002 Time:8.7748

 Train net_y2h: [epoch 348/500] train_loss:0.000002 Time:8.7986

 Train net_y2h: [epoch 349/500] train_loss:0.000003 Time:8.8225

 Train net_y2h: [epoch 350/500] train_loss:0.000003 Time:8.8467

 Train net_y2h: [epoch 351/500] train_loss:0.000006 Time:8.8704

 Train net_y2h: [epoch 352/500] train_loss:0.000002 Time:8.8945

 Train net_y2h: [epoch 353/500] train_loss:0.000003 Time:8.9185

 Train net_y2h: [epoch 354/500] train_loss:0.000003 Time:8.9426

 Train net_y2h: [epoch 355/500] train_loss:0.000003 Time:8.9664

 Train net_y2h: [epoch 356/500] train_loss:0.000004 Time:8.9903

 Train net_y2h: [epoch 357/500] train_loss:0.000002 Time:9.0144

 Train net_y2h: [epoch 358/500] train_loss:0.000003 Time:9.0385

 Train net_y2h: [epoch 359/500] train_loss:0.000010 Time:9.0625

 Train net_y2h: [epoch 360/500] train_loss:0.000005 Time:9.0866

 Train net_y2h: [epoch 361/500] train_loss:0.000004 Time:9.1105

 Train net_y2h: [epoch 362/500] train_loss:0.000002 Time:9.1343

 Train net_y2h: [epoch 363/500] train_loss:0.000003 Time:9.1582

 Train net_y2h: [epoch 364/500] train_loss:0.000004 Time:9.1824

 Train net_y2h: [epoch 365/500] train_loss:0.000002 Time:9.2065

 Train net_y2h: [epoch 366/500] train_loss:0.000004 Time:9.2307

 Train net_y2h: [epoch 367/500] train_loss:0.000005 Time:9.2546

 Train net_y2h: [epoch 368/500] train_loss:0.000003 Time:9.2786

 Train net_y2h: [epoch 369/500] train_loss:0.000003 Time:9.3025

 Train net_y2h: [epoch 370/500] train_loss:0.000004 Time:9.3265

 Train net_y2h: [epoch 371/500] train_loss:0.000002 Time:9.3505

 Train net_y2h: [epoch 372/500] train_loss:0.000004 Time:9.3745

 Train net_y2h: [epoch 373/500] train_loss:0.000002 Time:9.3983

 Train net_y2h: [epoch 374/500] train_loss:0.000005 Time:9.4223

 Train net_y2h: [epoch 375/500] train_loss:0.000004 Time:9.4463

 Train net_y2h: [epoch 376/500] train_loss:0.000003 Time:9.4704

 Train net_y2h: [epoch 377/500] train_loss:0.000002 Time:9.4946

 Train net_y2h: [epoch 378/500] train_loss:0.000003 Time:9.5187

 Train net_y2h: [epoch 379/500] train_loss:0.000003 Time:9.5427

 Train net_y2h: [epoch 380/500] train_loss:0.000003 Time:9.5665

 Train net_y2h: [epoch 381/500] train_loss:0.000004 Time:9.5902

 Train net_y2h: [epoch 382/500] train_loss:0.000002 Time:9.6143

 Train net_y2h: [epoch 383/500] train_loss:0.000002 Time:9.6386

 Train net_y2h: [epoch 384/500] train_loss:0.000003 Time:9.6628

 Train net_y2h: [epoch 385/500] train_loss:0.000002 Time:9.6863

 Train net_y2h: [epoch 386/500] train_loss:0.000004 Time:9.7124

 Train net_y2h: [epoch 387/500] train_loss:0.000003 Time:9.7372

 Train net_y2h: [epoch 388/500] train_loss:0.000002 Time:9.7615

 Train net_y2h: [epoch 389/500] train_loss:0.000004 Time:9.7855

 Train net_y2h: [epoch 390/500] train_loss:0.000003 Time:9.8092

 Train net_y2h: [epoch 391/500] train_loss:0.000002 Time:9.8333

 Train net_y2h: [epoch 392/500] train_loss:0.000002 Time:9.8573

 Train net_y2h: [epoch 393/500] train_loss:0.000002 Time:9.8813

 Train net_y2h: [epoch 394/500] train_loss:0.000003 Time:9.9053

 Train net_y2h: [epoch 395/500] train_loss:0.000004 Time:9.9291

 Train net_y2h: [epoch 396/500] train_loss:0.000002 Time:9.9526

 Train net_y2h: [epoch 397/500] train_loss:0.000004 Time:9.9766

 Train net_y2h: [epoch 398/500] train_loss:0.000002 Time:10.0005

 Train net_y2h: [epoch 399/500] train_loss:0.000004 Time:10.0243

 Train net_y2h: [epoch 400/500] train_loss:0.000004 Time:10.0484

 Train net_y2h: [epoch 401/500] train_loss:0.000002 Time:10.0724

 Train net_y2h: [epoch 402/500] train_loss:0.000003 Time:10.0966

 Train net_y2h: [epoch 403/500] train_loss:0.000003 Time:10.1208

 Train net_y2h: [epoch 404/500] train_loss:0.000002 Time:10.1444

 Train net_y2h: [epoch 405/500] train_loss:0.000010 Time:10.1684

 Train net_y2h: [epoch 406/500] train_loss:0.000002 Time:10.1924

 Train net_y2h: [epoch 407/500] train_loss:0.000002 Time:10.2164

 Train net_y2h: [epoch 408/500] train_loss:0.000003 Time:10.2406

 Train net_y2h: [epoch 409/500] train_loss:0.000002 Time:10.2647

 Train net_y2h: [epoch 410/500] train_loss:0.000003 Time:10.2884

 Train net_y2h: [epoch 411/500] train_loss:0.000003 Time:10.3124

 Train net_y2h: [epoch 412/500] train_loss:0.000001 Time:10.3365

 Train net_y2h: [epoch 413/500] train_loss:0.000002 Time:10.3603

 Train net_y2h: [epoch 414/500] train_loss:0.000001 Time:10.3847

 Train net_y2h: [epoch 415/500] train_loss:0.000003 Time:10.4084

 Train net_y2h: [epoch 416/500] train_loss:0.000003 Time:10.4326

 Train net_y2h: [epoch 417/500] train_loss:0.000004 Time:10.4566

 Train net_y2h: [epoch 418/500] train_loss:0.000001 Time:10.4804

 Train net_y2h: [epoch 419/500] train_loss:0.000004 Time:10.5043

 Train net_y2h: [epoch 420/500] train_loss:0.000005 Time:10.5284

 Train net_y2h: [epoch 421/500] train_loss:0.000004 Time:10.5524

 Train net_y2h: [epoch 422/500] train_loss:0.000004 Time:10.5764

 Train net_y2h: [epoch 423/500] train_loss:0.000004 Time:10.6008

 Train net_y2h: [epoch 424/500] train_loss:0.000003 Time:10.6246

 Train net_y2h: [epoch 425/500] train_loss:0.000003 Time:10.6486

 Train net_y2h: [epoch 426/500] train_loss:0.000004 Time:10.6724

 Train net_y2h: [epoch 427/500] train_loss:0.000002 Time:10.6966

 Train net_y2h: [epoch 428/500] train_loss:0.000002 Time:10.7207

 Train net_y2h: [epoch 429/500] train_loss:0.000003 Time:10.7445

 Train net_y2h: [epoch 430/500] train_loss:0.000002 Time:10.7683

 Train net_y2h: [epoch 431/500] train_loss:0.000003 Time:10.7928

 Train net_y2h: [epoch 432/500] train_loss:0.000003 Time:10.8167

 Train net_y2h: [epoch 433/500] train_loss:0.000003 Time:10.8407

 Train net_y2h: [epoch 434/500] train_loss:0.000003 Time:10.8646

 Train net_y2h: [epoch 435/500] train_loss:0.000002 Time:10.8886

 Train net_y2h: [epoch 436/500] train_loss:0.000003 Time:10.9127

 Train net_y2h: [epoch 437/500] train_loss:0.000006 Time:10.9364

 Train net_y2h: [epoch 438/500] train_loss:0.000004 Time:10.9605

 Train net_y2h: [epoch 439/500] train_loss:0.000002 Time:10.9846

 Train net_y2h: [epoch 440/500] train_loss:0.000003 Time:11.0084

 Train net_y2h: [epoch 441/500] train_loss:0.000003 Time:11.0325

 Train net_y2h: [epoch 442/500] train_loss:0.000003 Time:11.0565

 Train net_y2h: [epoch 443/500] train_loss:0.000003 Time:11.0807

 Train net_y2h: [epoch 444/500] train_loss:0.000003 Time:11.1046

 Train net_y2h: [epoch 445/500] train_loss:0.000002 Time:11.1288

 Train net_y2h: [epoch 446/500] train_loss:0.000004 Time:11.1529

 Train net_y2h: [epoch 447/500] train_loss:0.000004 Time:11.1766

 Train net_y2h: [epoch 448/500] train_loss:0.000002 Time:11.2004

 Train net_y2h: [epoch 449/500] train_loss:0.000003 Time:11.2242

 Train net_y2h: [epoch 450/500] train_loss:0.000002 Time:11.2483

 Train net_y2h: [epoch 451/500] train_loss:0.000003 Time:11.2725

 Train net_y2h: [epoch 452/500] train_loss:0.000002 Time:11.2964
